"","Date.Received","Date.Certified.Letter.Sent","Date.Letter.Picked.Up","Address","Comments","Violation.Status.Open.Closed","id","address","city","stateprov","country","latitude","longitude","name","desc","color"
"126",2012-05-21,"n/a","n/a","Townes at Wellington Park","TGW","No violation","25","Townes at Wellington Park","Harrisonburg","VA","US",38.44059,-78.871002,"Townes at Wellington Park Harrisonburg        VA      US","-",NA
"127",2012-05-21,"5/22/2012","5/24/2012","472 Cardinal Dr","TGW","6/7/2012","25","472 Cardinal Dr","Harrisonburg","VA","US",38.437544,-78.859919,"472 Cardinal Dr Harrisonburg        VA      US","-",NA
"128",2012-05-21,"5/22/2012","n/a","130 Crestridge Ct","TGW","6/15/2012","25","130 Crestridge Ct","Harrisonburg","VA","US",38.454871,-78.891978,"130 Crestridge Ct Harrisonburg        VA      US","-",NA
"129",2012-05-22,"5/30/2012","6/4/2012","1980 Country Club Rd","TGW","6/15/2012","26","1980 Country Club Rd","Harrisonburg","VA","US",38.428581,-78.839972,"1980 Country Club Rd Harrisonburg        VA      US","-",NA
"130",2012-05-22,"5/30/2012","6/2/2012","381 E Elizabeth St","TGW","6/5/2012","26","381 E Elizabeth St","Harrisonburg","VA","US",38.449628,-78.862936,"381 E Elizabeth St Harrisonburg        VA      US","-",NA
"131",2012-05-22,"5/30/2012","6/2/2012","393 E Elizabeth St","TGW","6/5/2012","26","393 E Elizabeth St","Harrisonburg","VA","US",38.449603,-78.862753,"393 E Elizabeth St Harrisonburg        VA      US","-",NA
"132",2012-05-22,"5/30/2012","6/2/2012","402 E Elizabeth St","TGW","6/5/2012","26","402 E Elizabeth St","Harrisonburg","VA","US",38.449547,-78.862236,"402 E Elizabeth St Harrisonburg        VA      US","-",NA
"133",2012-05-22,"5/30/2012","n/a","369 E Elizabeth St","TGW","7/18/2012","26","369 E Elizabeth St","Harrisonburg","VA","US",38.449652,-78.863118,"369 E Elizabeth St Harrisonburg        VA      US","-",NA
"134",2012-05-24,"5/30/2012","6/5/2012","718 E Market St","TGW","6/15/2012","29","718 E Market St","Harrisonburg","VA","US",38.448734,-78.854829,"718 E Market St Harrisonburg        VA      US","-",NA
"135",2012-05-29,"n/a","n/a","1911 W Market St","TGW","No violation","31","1911 W Market St","Harrisonburg","VA","US",38.45589,-78.901069,"1911 W Market St Harrisonburg        VA      US","-",NA
"136",2012-05-29,"6/1/12","6/15/12","740 Virginia Ave","TGW- letter came back VACANT, 6/14/12 sent to new owner/asset company","Closed 6/20/12","31","740 Virginia Ave","Harrisonburg","VA","US",38.458209,-78.870477,"740 Virginia Ave Harrisonburg        VA      US","-",NA
"137",2012-05-30,"6/6/12","6/7/12","Hillmont Apartments","TGW","Closed 6/20/12","34","Hillmont Apartments","Harrisonburg","VA","US",38.451534,-78.869047,"Hillmont Apartments Harrisonburg        VA      US","-",NA
"138",2012-05-31,"6/1/12","-","1177 Dale Cir","TGW","Closed 6/20/12","36","1177 Dale Cir","Harrisonburg","VA","US",38.435941,-78.895052,"1177 Dale Cir Harrisonburg        VA      US","-",NA
"139",2012-06-01,"6/11/2012","6/13/2012","1046 Moore St","TGW","6/21/2012","42","1046 Moore St","Harrisonburg","VA","US",38.459115,-78.855837,"1046 Moore St Harrisonburg        VA      US","-",NA
"140",2012-06-04,"6/13/2012","n/a","101 South Ave","TGW","6/28/2012","64","101 South Ave","Harrisonburg","VA","US",38.435851,-78.887145,"101 South Ave Harrisonburg        VA      US","-",NA
"141",2012-06-07,"6/12/2012","6/13/2012","364 Myrtle St","TGW","6/20/2012","65","364 Myrtle St","Harrisonburg","VA","US",38.452126,-78.86183,"364 Myrtle St Harrisonburg        VA      US","-",NA
"142",2012-06-07,"6/12/12","6/14/12","98 Emery St","TGW","Closed 6/22/12","65","98 Emery St","Harrisonburg","VA","US",38.432221,-78.892165,"98 Emery St Harrisonburg        VA      US","-",NA
"143",2012-06-07,"6/12/12","6/26/12","1210 Goldfinch Dr","TGW, trouble finding property owner, Gina Morris is Home Owner's President","Closed 7/5/12","65","1210 Goldfinch Dr","Harrisonburg","VA","US",38.45048,-78.844691,"1210 Goldfinch Dr Harrisonburg        VA      US","-",NA
"144",2012-06-11,"-","-","847 Stuart St","TGW and  Junk and  no building permit","Closed","43","847 Stuart St","Harrisonburg","VA","US",38.46116,-78.872267,"847 Stuart St Harrisonburg        VA      US","-",NA
"145",2012-06-11,"n/a","n/a","847 Stuart St","TGW, mowed before letter went out","Closed","43","847 Stuart St","Harrisonburg","VA","US",38.46116,-78.872267,"847 Stuart St Harrisonburg        VA      US","-",NA
"146",2012-06-12,"6/13/12","6/15/12","1061 James Pl","TGW","Closed 6/22/12","44","1061 James Pl","Harrisonburg","VA","US",38.447944,-78.891618,"1061 James Pl Harrisonburg        VA      US","-",NA
"147",2012-06-12,"6/13/01","6/20/12","1026 James Pl","TGW","Closed 6/29/12","44","1026 James Pl","Harrisonburg","VA","US",38.44759,-78.892103,"1026 James Pl Harrisonburg        VA      US","-",NA
"148",2012-06-12,"6/13/12","6/14/12","52 Reservoir St","TGW","Closed","44","52 Reservoir St","Harrisonburg","VA","US",38.447717,-78.860843,"52 Reservoir St Harrisonburg        VA      US","-",NA
"149",2012-06-13,"6/21/12","7/3/12","404 Virgina Ave","TGW and forwarded property maintenance to Building Inspections, certified letter came back 6/27/12","Closed 7/10/12","46","404 Virgina Ave","Harrisonburg","VA","US",38.454161,-78.871559,"404 Virgina Ave Harrisonburg        VA      US","-",NA
"150",2012-06-14,"6/15/2012","6/18/2012","1049 Chicago Ave","TGW","6/25/2012","48","1049 Chicago Ave","Harrisonburg","VA","US",38.466944,-78.877869,"1049 Chicago Ave Harrisonburg        VA      US","-",NA
"151",2012-06-14,"6/15/2012","n/a","1237 Goldfinch Dr","TGW","6/25/2012","48","1237 Goldfinch Dr","Harrisonburg","VA","US",38.450145,-78.843966,"1237 Goldfinch Dr Harrisonburg        VA      US","-",NA
"152",2012-06-14,"n/a","n/a","650 S Mason St","TGW and  Junk","No violation","48","650 S Mason St","Harrisonburg","VA","US",38.441601,-78.870553,"650 S Mason St Harrisonburg        VA      US","-",NA
"153",2012-06-19,"n/a","n/a","434 Myrtle St","TGW","No violation","49","434 Myrtle St","Harrisonburg","VA","US",38.452921,-78.86164,"434 Myrtle St Harrisonburg        VA      US","-",NA
"154",2012-06-19,"6/22/12","-","849 Virginia Ave","TGW and  junk","Closed 7/5/12","49","849 Virginia Ave","Harrisonburg","VA","US",38.459443,-78.870184,"849 Virginia Ave Harrisonburg        VA      US","-",NA
"155",2012-06-20,"6/21/12","6/22/12","859 Virginia Ave","TGW","Closed 6/29/12","51","859 Virginia Ave","Harrisonburg","VA","US",38.45954,-78.87016,"859 Virginia Ave Harrisonburg        VA      US","-",NA
"156",2012-06-21,"6/27/2012","8/16/2012","1041 N Main St","TGW","9/6/2012","52","1041 N Main St","Harrisonburg","VA","US",38.459858,-78.856656,"1041 N Main St Harrisonburg        VA      US","-",NA
"157",2012-06-21,"6/20/2012","6/22/2012","746 Foley Rd","TGW multiple","6/28/2012","52","746 Foley Rd","Harrisonburg","VA","US",38.421482,-78.855955,"746 Foley Rd Harrisonburg        VA      US","-",NA
"158",2012-06-21,"6/20/2012","6/22/2012","762 Foley Rd","TGW multiple","6/28/2012","52","762 Foley Rd","Harrisonburg","VA","US",38.421439,-78.856452,"762 Foley Rd Harrisonburg        VA      US","-",NA
"159",2012-06-25,"7/19/2012","7/23/2012","144 N High St","TGW","8/3/2012","56","144 N High St","Harrisonburg","VA","US",38.451436,-78.872235,"144 N High St Harrisonburg        VA      US","-",NA
"160",2012-06-25,"6/26/2012","n/a","1232 Goldfinch Dr","TGW","7/18/2012","56","1232 Goldfinch Dr","Harrisonburg","VA","US",38.4502,-78.844041,"1232 Goldfinch Dr Harrisonburg        VA      US","-",NA
"161",2012-06-27,"6/29/2012","7/20/2012","448 W Bruce St","TGW","8/27/2012","58","448 W Bruce St","Harrisonburg","VA","US",38.448488,-78.877231,"448 W Bruce St Harrisonburg        VA      US","-",NA
"162",2012-07-03,"n/a","n/a","631 Ott St","TGW","No violation","76","631 Ott St","Harrisonburg","VA","US",38.441051,-78.867485,"631 Ott St Harrisonburg        VA      US","-",NA
"163",2012-07-06,"7/9/2012","7/12/2012","150 Ashby Ave","TGW","7/23/2012","79","150 Ashby Ave","Harrisonburg","VA","US",38.459808,-78.861771,"150 Ashby Ave Harrisonburg        VA      US","-",NA
"164",2012-07-06,"7/9/12","7/11/12","1175 S High St","TGW","Closed ","79","1175 S High St","Harrisonburg","VA","US",38.435222,-78.893997,"1175 S High St Harrisonburg        VA      US","-",NA
"165",2012-07-09,"7/9/12","-","1171 S High St","TGW","8/1/2012","81","1171 S High St","Harrisonburg","VA","US",38.43532,-78.893831,"1171 S High St Harrisonburg        VA      US","-",NA
"166",2012-07-09,"7/9/12","-","1189 S High St","TGW and  junk","Closed 8/3/12","81","1189 S High St","Harrisonburg","VA","US",38.434904,-78.8946,"1189 S High St Harrisonburg        VA      US","-",NA
"167",2012-07-10,"7/11/12","7/12/12","1105 1/2 S High St","TGW and  Junk, running water","Closed 7/16/12","67","1105 1/2 S High St","Harrisonburg","VA","US",38.437223,-78.890606,"1105 1/2 S High St Harrisonburg        VA      US","-",NA
"168",2012-07-17,"n/a","n/a","900 Oak Hill Dr","TGW","No violation","72","900 Oak Hill Dr","Harrisonburg","VA","US",38.428172,-78.870663,"900 Oak Hill Dr Harrisonburg        VA      US","-",NA
"169",2012-07-18,"8/7/2012","8/8/2012","1226 N Main St","TGW","8/14/2012","73","1226 N Main St","Harrisonburg","VA","US",38.461396,-78.853432,"1226 N Main St Harrisonburg        VA      US","-",NA
"170",2012-07-25,"8/7/2012","8/25/2012","552 E Market St","TGW","8/8/2012","75","552 E Market St","Harrisonburg","VA","US",38.448715,-78.859385,"552 E Market St Harrisonburg        VA      US","-",NA
"171",2012-07-30,"n/a","n/a","1424 Southampton Dr","TGW","No violation","77","1424 Southampton Dr","Harrisonburg","VA","US",38.43484,-78.886969,"1424 Southampton Dr Harrisonburg        VA      US","-",NA
"172",2012-07-30,"n/a","n/a","1175 S High St","TGW","No violation","77","1175 S High St","Harrisonburg","VA","US",38.435222,-78.893997,"1175 S High St Harrisonburg        VA      US","-",NA
"173",2012-07-30,"8/5/2012","-","900 Oak Hill Dr","TGW","8/10/2012","77","900 Oak Hill Dr","Harrisonburg","VA","US",38.428172,-78.870663,"900 Oak Hill Dr Harrisonburg        VA      US","-",NA
"174",2012-07-30,"n/a","n/a","1214 Goldfinch Dr","TGW","No violation","77","1214 Goldfinch Dr","Harrisonburg","VA","US",38.450425,-78.844576,"1214 Goldfinch Dr Harrisonburg        VA      US","-",NA
"175",2012-07-31,"8/10/12","8/30/12","301 Pointe Drive","TGW behind Honda, Nelson Swartz, mowed by JR Mowing","Closed 10/1/12","78","301 Pointe Drive","Harrisonburg","VA","US",38.41553,-78.898509,"301 Pointe Drive Harrisonburg        VA      US","-",NA
"176",2012-08-02,"n/a","n/a","434 Myrtle St","TGW","No violation","88","434 Myrtle St","Harrisonburg","VA","US",38.452921,-78.86164,"434 Myrtle St Harrisonburg        VA      US","-",NA
"177",2012-08-02,"8/6/2012","8/9/2012","231 E Johnson St","TGW","Closed","88","231 E Johnson St","Harrisonburg","VA","US",38.455057,-78.860253,"231 E Johnson St Harrisonburg        VA      US","-",NA
"178",2012-08-02,"8/7/2012","8/17/2012","238 Broad St","TGW","8/27/2012","88","238 Broad St","Harrisonburg","VA","US",38.451173,-78.863996,"238 Broad St Harrisonburg        VA      US","-",NA
"179",2012-08-06,"n/a","n/a","125 Southampton Dr","TGW","No violation","102","125 Southampton Dr","Harrisonburg","VA","US",38.435164,-78.888653,"125 Southampton Dr Harrisonburg        VA      US","-",NA
"180",2012-08-07,"n/a","n/a","719 Ott St","TGW","No violation","103","719 Ott St","Harrisonburg","VA","US",38.440323,-78.868278,"719 Ott St Harrisonburg        VA      US","-",NA
"181",2012-08-07,"n/a","n/a","630 Ott St","TGW, junk, property maintenance Building Inspections asked that we wait to send letter, 8/13/12 lawn mowed, junk still a problem","No violation","103","630 Ott St","Harrisonburg","VA","US",38.441035,-78.867469,"630 Ott St Harrisonburg        VA      US","-",NA
"182",2012-08-10,"8/10/12","8/31/12","712 Ott St","TGW, mowed over weekend","Closed 8/13/12","82","712 Ott St","Harrisonburg","VA","US",38.440373,-78.868189,"712 Ott St Harrisonburg        VA      US","-",NA
"183",2012-08-14,"8/29/2012","8/30/2018","232 Cedar St","TGW","10/3/2012","83","232 Cedar St","Harrisonburg","VA","US",38.434812,-78.897573,"232 Cedar St Harrisonburg        VA      US","-",NA
"184",2012-08-14,"8/29/2012","8/30/2012","Vine St","TGW","9/7/2012","83","Vine St","Harrisonburg","VA","US",38.4576,-78.847499,"Vine St Harrisonburg        VA      US","-",NA
"185",2012-08-14,"n/a","n/a","272 Newman Ave","TGW","No violation","83","272 Newman Ave","Harrisonburg","VA","US",38.447226,-78.865004,"272 Newman Ave Harrisonburg        VA      US","-",NA
"186",2012-08-17,"8/21/12","-","233 Monument Ave","TGW, letter/card never back, 2nd letter after ","Closed 8/31/12","85","233 Monument Ave","Harrisonburg","VA","US",38.429329,-78.88014,"233 Monument Ave Harrisonburg        VA      US","-",NA
"187",2012-08-20,"n/a","n/a","919 Collicello St","TGW","Closed 8/23/12","89","919 Collicello St","Harrisonburg","VA","US",38.460072,-78.868914,"919 Collicello St Harrisonburg        VA      US","-",NA
"188",2012-08-21,"8/23/12","8/25/12","2125 Whisperong Springs Rd","TGW","Closed 9/12/12","90","2125 Whisperong Springs Rd","Harrisonburg","VA","US",38.414318,-78.884997,"2125 Whisperong Springs Rd Harrisonburg        VA      US","-",NA
"189",2012-08-22,"8/28/2012","8/30/2012","330 Stone Spring Rd","TGW","Closed 9/7/12","91","330 Stone Spring Rd","Harrisonburg","VA","US",38.422136,-78.887601,"330 Stone Spring Rd Harrisonburg        VA      US","-",NA
"190",2012-08-22,"8/23/12","8/27/12","1871 Manor Dr","TGW","Closed 9/5/12","91","1871 Manor Dr","Harrisonburg","VA","US",38.415289,-78.879897,"1871 Manor Dr Harrisonburg        VA      US","-",NA
"191",2012-08-22,"8/23/12","8/27/12","1811 Manor Dr","TGW","Closed 9/3/12","91","1811 Manor Dr","Harrisonburg","VA","US",38.415543,-78.878747,"1811 Manor Dr Harrisonburg        VA      US","-",NA
"192",2012-08-22,"8/23/12","-","1851 Manor Dr","TGW","Closed 9/5/12","91","1851 Manor Dr","Harrisonburg","VA","US",38.415502,-78.879578,"1851 Manor Dr Harrisonburg        VA      US","-",NA
"193",2012-08-22,"8/29/12","9/7/12","849 Virginia Ave","TGW","Closed 9/17/12","91","849 Virginia Ave","Harrisonburg","VA","US",38.459443,-78.870184,"849 Virginia Ave Harrisonburg        VA      US","-",NA
"194",2012-08-22,"8/23/12","8/31/12","1820 Manor Dr","TGW, Alex will have it mowed by 9/14/12","Closed 9/17/12","91","1820 Manor Dr","Harrisonburg","VA","US",38.415555,-78.87897,"1820 Manor Dr Harrisonburg        VA      US","-",NA
"195",2012-08-23,"8/29/12","8/31/12","1049 Chicago Ave","TGW and  inoperable vehicles","Closed 9/13/12","93","1049 Chicago Ave","Harrisonburg","VA","US",38.466944,-78.877869,"1049 Chicago Ave Harrisonburg        VA      US","-",NA
"196",2012-08-23,"n/a","n/a","416 E Wolfe St","TGW and  Junk","No violation","93","416 E Wolfe St","Harrisonburg","VA","US",38.450479,-78.861816,"416 E Wolfe St Harrisonburg        VA      US","-",NA
"197",2012-08-24,"8/29/12","-","1177 Dale Circle","TGW, letter came back","Closed 9/5/12","94","1177 Dale Circle","Harrisonburg","VA","US",38.435941,-78.895052,"1177 Dale Circle Harrisonburg        VA      US","-",NA
"198",2012-08-28,"9/7/2012","-","1204 Goldfinch Dr","TGW","9/7/2012","96","1204 Goldfinch Dr","Harrisonburg","VA","US",38.450569,-78.844859,"1204 Goldfinch Dr Harrisonburg        VA      US","-",NA
"199",2012-08-29,"9/7/2012","9/19/2012","1200 Park Rd","TGW","9/19/2012","98","1200 Park Rd","Harrisonburg","VA","US",38.471777,-78.877994,"1200 Park Rd Harrisonburg        VA      US","-",NA
"200",2012-08-29,"9/7/12","9/8/12","1181 Nelson Dr","TGW","Closed 9/19/12","98","1181 Nelson Dr","Harrisonburg","VA","US",38.416957,-78.862106,"1181 Nelson Dr Harrisonburg        VA      US","-",NA
"201",2012-09-04,"9/7/12","9/8/12","2110 Whispering Springs","TGW","Closed 9/13/12","109","2110 Whispering Springs","Harrisonburg","VA","US",38.414745,-78.885052,"2110 Whispering Springs Harrisonburg        VA      US","-",NA
"202",2012-09-05,"9/7/2012","9/11/2012","900 Oak Hill Dr","TGW","9/12/2012","110","900 Oak Hill Dr","Harrisonburg","VA","US",38.428172,-78.870663,"900 Oak Hill Dr Harrisonburg        VA      US","-",NA
"203",2012-09-06,"n/a","n/a","1204 Goldfinch Dr","TGW","No violation","111","1204 Goldfinch Dr","Harrisonburg","VA","US",38.450569,-78.844859,"1204 Goldfinch Dr Harrisonburg        VA      US","-",NA
"204",2012-09-06,"n/a","n/a","1210 Goldfinch Dr","TGW","No violation","111","1210 Goldfinch Dr","Harrisonburg","VA","US",38.45048,-78.844691,"1210 Goldfinch Dr Harrisonburg        VA      US","-",NA
"205",2012-09-11,"n/a","n/a","287 E Johnson St","TGW","10/4/2012","105","287 E Johnson St","Harrisonburg","VA","US",38.454895,-78.859218,"287 E Johnson St Harrisonburg        VA      US","-",NA
"206",2012-09-12,"n/a","n/a","89 Middlebrook St","TGW junk and  TGW","No violation","106","89 Middlebrook St","Harrisonburg","VA","US",38.429807,-78.894144,"89 Middlebrook St Harrisonburg        VA      US","-",NA
"207",2012-09-12,"9/19/12","-","398 E Elizabeth St","TGW, letter came back","Closed 10/5/12","106","398 E Elizabeth St","Harrisonburg","VA","US",38.449606,-78.862646,"398 E Elizabeth St Harrisonburg        VA      US","-",NA
"208",2012-09-17,"9/18/12","9/21/12","1681 E Market St","TGW","Closed 10/5/12","107","1681 E Market St","Harrisonburg","VA","US",38.433689,-78.84566,"1681 E Market St Harrisonburg        VA      US","-",NA
"209",2012-09-24,"9/28/12","10/5/12","37 Shenadoah Ave","TGW","Closed 10/26/12","108","37 Shenadoah Ave","Harrisonburg","VA","US",38.451534,-78.869047,"37 Shenadoah Ave Harrisonburg        VA      US","-",NA
"210",2012-10-03,"10/11/2012","10/15/2012","804 Chicago Ave","TGW","1/7/2013","3","804 Chicago Ave","Harrisonburg","VA","US",38.460188,-78.874785,"804 Chicago Ave Harrisonburg        VA      US","-",NA
"211",2012-10-09,"10/9/2012","10/9/2012","60 Graham St","TGW","10/12/2012","6","60 Graham St","Harrisonburg","VA","US",38.450134,-78.869987,"60 Graham St Harrisonburg        VA      US","-",NA
"212",2012-10-15,"10/17/2012","10/19/2012","1046 Moore St","TGW","11/29/2012","1","1046 Moore St","Harrisonburg","VA","US",38.459115,-78.855837,"1046 Moore St Harrisonburg        VA      US","-",NA
"213",2012-10-25,"n/a","n/a","650 S Mason St","TGW","No violation","2","650 S Mason St","Harrisonburg","VA","US",38.441601,-78.870553,"650 S Mason St Harrisonburg        VA      US","-",NA
"214",2012-10-30,"11/2/2012","-","129 W Rock St","TGW","11/29/2012","4","129 W Rock St","Harrisonburg","VA","US",38.452734,-78.870299,"129 W Rock St Harrisonburg        VA      US","-",NA
"215",2012-10-30,"11/2/2012","-","139 W Rock St","TGW","11/29/2012","4","139 W Rock St","Harrisonburg","VA","US",38.452764,-78.870483,"139 W Rock St Harrisonburg        VA      US","-",NA
"216",2012-10-30,"11/2/2012","-","143 W Rock St","TGW","11/29/2012","4","143 W Rock St","Harrisonburg","VA","US",38.452776,-78.870556,"143 W Rock St Harrisonburg        VA      US","-",NA
"217",2012-10-30,"11/2/2012","-","120 W Wolfe St","TGW","Closed","4","120 W Wolfe St","Harrisonburg","VA","US",38.451755,-78.870406,"120 W Wolfe St Harrisonburg        VA      US","-",NA
"218",2012-10-31,"10/31/2012","-","305 N High St","TGW","11/29/2012","5","305 N High St","Harrisonburg","VA","US",38.452982,-78.871864,"305 N High St Harrisonburg        VA      US","-",NA
